Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
21/12/1980,1980-1981,16,Español,Real Sociedad,0,0
21/12/1980,1980-1981,16,Sporting de Gijón,Las Palmas,2,1
21/12/1980,1980-1981,16,Murcia,Betis,2,0
21/12/1980,1980-1981,16,Sevilla,Hércules,0,0
21/12/1980,1980-1981,16,Valencia,Osasuna,4,1
21/12/1980,1980-1981,16,Valladolid,Zaragoza,1,1
27/12/1980,1980-1981,17,Las Palmas,Valencia,1,4
28/12/1980,1980-1981,17,Barcelona,Sevilla,3,1
28/12/1980,1980-1981,17,Betis,Español,1,2
28/12/1980,1980-1981,17,Hércules,Murcia,1,0
28/12/1980,1980-1981,17,Osasuna,Atlético de Madrid,0,0
28/12/1980,1980-1981,17,Real Sociedad,Sporting de Gijón,1,2
28/12/1980,1980-1981,17,Real Madrid,Valladolid,1,1
28/12/1980,1980-1981,17,Salamanca,Athletic Club,3,2
28/12/1980,1980-1981,17,Zaragoza,AD Almería,1,0
03/01/1981,1980-1981,18,Las Palmas,Osasuna,2,0
04/01/1981,1980-1981,18,Barcelona,Murcia,1,0
04/01/1981,1980-1981,18,Betis,Sporting de Gijón,2,0
04/01/1981,1980-1981,18,Hércules,Español,2,0
04/01/1981,1980-1981,18,Real Sociedad,Valencia,2,1
04/01/1981,1980-1981,18,Real Madrid,AD Almería,4,0
04/01/1981,1980-1981,18,Salamanca,Sevilla,0,0
04/01/1981,1980-1981,18,Valladolid,Atlético de Madrid,0,2
04/01/1981,1980-1981,18,Zaragoza,Athletic Club,2,3
11/01/1981,1980-1981,19,AD Almería,Valladolid,1,1
11/01/1981,1980-1981,19,Athletic Club,Real Madrid,1,1
11/01/1981,1980-1981,19,Atlético de Madrid,Las Palmas,2,2
11/01/1981,1980-1981,19,Betis,Valencia,1,1
11/01/1981,1980-1981,19,Español,Barcelona,1,0
11/01/1981,1980-1981,19,Sporting de Gijón,Hércules,3,1
11/01/1981,1980-1981,19,Murcia,Salamanca,1,1
11/01/1981,1980-1981,19,Osasuna,Real Sociedad,0,3
11/01/1981,1980-1981,19,Sevilla,Zaragoza,0,0
17/01/1981,1980-1981,20,Real Sociedad,Las Palmas,2,0
18/01/1981,1980-1981,20,AD Almería,Atlético de Madrid,2,1
18/01/1981,1980-1981,20,Barcelona,Sporting de Gijón,3,1
18/01/1981,1980-1981,20,Betis,Osasuna,1,1
18/01/1981,1980-1981,20,Hércules,Valencia,1,1
18/01/1981,1980-1981,20,Real Madrid,Sevilla,3,2
18/01/1981,1980-1981,20,Salamanca,Español,3,2
18/01/1981,1980-1981,20,Valladolid,Athletic Club,0,0
18/01/1981,1980-1981,20,Zaragoza,Murcia,1,6
24/01/1981,1980-1981,21,Las Palmas,Betis,2,4
25/01/1981,1980-1981,21,Athletic Club,AD Almería,5,1
25/01/1981,1980-1981,21,Atlético de Madrid,Real Sociedad,2,0
25/01/1981,1980-1981,21,Español,Zaragoza,1,1
25/01/1981,1980-1981,21,Sporting de Gijón,Salamanca,4,0
25/01/1981,1980-1981,21,Murcia,Real Madrid,1,1
25/01/1981,1980-1981,21,Osasuna,Hércules,1,2
25/01/1981,1980-1981,21,Sevilla,Valladolid,1,0
25/01/1981,1980-1981,21,Valencia,Barcelona,3,3
01/02/1981,1980-1981,22,AD Almería,Sevilla,0,0
01/02/1981,1980-1981,22,Athletic Club,Atlético de Madrid,3,1
01/02/1981,1980-1981,22,Barcelona,Osasuna,6,0
01/02/1981,1980-1981,22,Betis,Real Sociedad,1,0
01/02/1981,1980-1981,22,Hércules,Las Palmas,2,3
01/02/1981,1980-1981,22,Real Madrid,Español,1,2
01/02/1981,1980-1981,22,Salamanca,Valencia,0,1
01/02/1981,1980-1981,22,Valladolid,Murcia,1,0
01/02/1981,1980-1981,22,Zaragoza,Sporting de Gijón,0,0
07/02/1981,1980-1981,23,Las Palmas,Barcelona,1,4
08/02/1981,1980-1981,23,Atlético de Madrid,Betis,0,4
08/02/1981,1980-1981,23,Español,Valladolid,0,0
08/02/1981,1980-1981,23,Sporting de Gijón,Real Madrid,4,0
08/02/1981,1980-1981,23,Murcia,AD Almería,2,1
08/02/1981,1980-1981,23,Osasuna,Salamanca,1,1
08/02/1981,1980-1981,23,Real Sociedad,Hércules,1,1
08/02/1981,1980-1981,23,Sevilla,Athletic Club,2,0
08/02/1981,1980-1981,23,Valencia,Zaragoza,3,0
15/02/1981,1980-1981,24,AD Almería,Español,2,0
15/02/1981,1980-1981,24,Athletic Club,Murcia,3,0
15/02/1981,1980-1981,24,Barcelona,Real Sociedad,2,0
15/02/1981,1980-1981,24,Hércules,Betis,0,1
15/02/1981,1980-1981,24,Real Madrid,Valencia,2,1
15/02/1981,1980-1981,24,Salamanca,Las Palmas,0,2
15/02/1981,1980-1981,24,Sevilla,Atlético de Madrid,1,1
15/02/1981,1980-1981,24,Valladolid,Sporting de Gijón,1,2
15/02/1981,1980-1981,24,Zaragoza,Osasuna,3,1
21/02/1981,1980-1981,25,Las Palmas,Zaragoza,3,0
22/02/1981,1980-1981,25,Atlético de Madrid,Hércules,1,0
22/02/1981,1980-1981,25,Betis,Barcelona,1,1
22/02/1981,1980-1981,25,Español,Athletic Club,1,0
22/02/1981,1980-1981,25,Sporting de Gijón,AD Almería,5,2
22/02/1981,1980-1981,25,Murcia,Sevilla,0,0
22/02/1981,1980-1981,25,Osasuna,Real Madrid,1,2
22/02/1981,1980-1981,25,Real Sociedad,Salamanca,1,0
22/02/1981,1980-1981,25,Valencia,Valladolid,2,2
28/02/1981,1980-1981,26,Real Madrid,Las Palmas,3,0
01/03/1981,1980-1981,26,AD Almería,Valencia,1,0
01/03/1981,1980-1981,26,Athletic Club,Sporting de Gijón,1,1
01/03/1981,1980-1981,26,Barcelona,Hércules,6,0
01/03/1981,1980-1981,26,Murcia,Atlético de Madrid,0,2
01/03/1981,1980-1981,26,Salamanca,Betis,2,0
01/03/1981,1980-1981,26,Sevilla,Español,2,0
01/03/1981,1980-1981,26,Valladolid,Osasuna,2,1
01/03/1981,1980-1981,26,Zaragoza,Real Sociedad,0,1
08/03/1981,1980-1981,27,Atlético de Madrid,Barcelona,1,0
08/03/1981,1980-1981,27,Betis,Zaragoza,2,0
08/03/1981,1980-1981,27,Español,Murcia,2,1
08/03/1981,1980-1981,27,Sporting de Gijón,Sevilla,3,0
08/03/1981,1980-1981,27,Hércules,Salamanca,3,2
08/03/1981,1980-1981,27,Las Palmas,Valladolid,0,2
08/03/1981,1980-1981,27,Osasuna,AD Almería,2,1
08/03/1981,1980-1981,27,Real Sociedad,Real Madrid,3,1
08/03/1981,1980-1981,27,Valencia,Athletic Club,0,0
15/03/1981,1980-1981,28,AD Almería,Las Palmas,0,1
15/03/1981,1980-1981,28,Athletic Club,Osasuna,1,1
15/03/1981,1980-1981,28,Español,Atlético de Madrid,2,0
15/03/1981,1980-1981,28,Murcia,Sporting de Gijón,2,1
15/03/1981,1980-1981,28,Real Madrid,Betis,4,2
15/03/1981,1980-1981,28,Salamanca,Barcelona,2,1
15/03/1981,1980-1981,28,Sevilla,Valencia,1,0
15/03/1981,1980-1981,28,Valladolid,Real Sociedad,0,0
15/03/1981,1980-1981,28,Zaragoza,Hércules,1,1
21/03/1981,1980-1981,29,Las Palmas,Athletic Club,1,3
22/03/1981,1980-1981,29,Atlético de Madrid,Salamanca,1,1
22/03/1981,1980-1981,29,Barcelona,Zaragoza,0,0
22/03/1981,1980-1981,29,Betis,Valladolid,2,2
22/03/1981,1980-1981,29,Sporting de Gijón,Español,0,1
22/03/1981,1980-1981,29,Hércules,Real Madrid,1,2
22/03/1981,1980-1981,29,Osasuna,Sevilla,2,1
22/03/1981,1980-1981,29,Real Sociedad,AD Almería,3,1
22/03/1981,1980-1981,29,Valencia,Murcia,3,2
29/03/1981,1980-1981,30,AD Almería,Betis,0,2
29/03/1981,1980-1981,30,Athletic Club,Real Sociedad,0,2
29/03/1981,1980-1981,30,Español,Valencia,1,2
29/03/1981,1980-1981,30,Sporting de Gijón,Atlético de Madrid,3,0
29/03/1981,1980-1981,30,Murcia,Osasuna,1,0
29/03/1981,1980-1981,30,Real Madrid,Barcelona,3,0
29/03/1981,1980-1981,30,Sevilla,Las Palmas,3,2
29/03/1981,1980-1981,30,Valladolid,Hércules,2,1
29/03/1981,1980-1981,30,Zaragoza,Salamanca,2,0
04/04/1981,1980-1981,31,Las Palmas,Murcia,1,2
04/04/1981,1980-1981,31,Salamanca,Real Madrid,1,3
05/04/1981,1980-1981,31,Atlético de Madrid,Zaragoza,1,2
05/04/1981,1980-1981,31,Barcelona,Valladolid,2,1
05/04/1981,1980-1981,31,Betis,Athletic Club,2,0
05/04/1981,1980-1981,31,Hércules,AD Almería,1,0
05/04/1981,1980-1981,31,Osasuna,Español,1,0
05/04/1981,1980-1981,31,Real Sociedad,Sevilla,3,0
05/04/1981,1980-1981,31,Valencia,Sporting de Gijón,3,1
12/04/1981,1980-1981,32,AD Almería,Barcelona,2,5
12/04/1981,1980-1981,32,Athletic Club,Hércules,5,3
12/04/1981,1980-1981,32,Español,Las Palmas,3,1
12/04/1981,1980-1981,32,Sporting de Gijón,Osasuna,5,1
12/04/1981,1980-1981,32,Murcia,Real Sociedad,0,2
12/04/1981,1980-1981,32,Real Madrid,Zaragoza,2,0
12/04/1981,1980-1981,32,Sevilla,Betis,2,1
12/04/1981,1980-1981,32,Valencia,Atlético de Madrid,1,1
12/04/1981,1980-1981,32,Valladolid,Salamanca,3,0
19/04/1981,1980-1981,33,Barcelona,Athletic Club,0,1
19/04/1981,1980-1981,33,Betis,Murcia,1,0
19/04/1981,1980-1981,33,Hércules,Sevilla,5,1
19/04/1981,1980-1981,33,Las Palmas,Sporting de Gijón,3,1
19/04/1981,1980-1981,33,Osasuna,Valencia,2,0
19/04/1981,1980-1981,33,Real Sociedad,Español,2,1
19/04/1981,1980-1981,33,Real Madrid,Atlético de Madrid,2,0
19/04/1981,1980-1981,33,Salamanca,AD Almería,2,1
19/04/1981,1980-1981,33,Zaragoza,Valladolid,1,1
19/09/1981,1981-1982,1,Atlético de Madrid,Athletic Club,2,0
20/09/1981,1981-1982,1,Barcelona,Cádiz,4,0
20/09/1981,1981-1982,1,Castellón,Las Palmas,1,1
20/09/1981,1981-1982,1,Hércules,Español,2,0
20/09/1981,1981-1982,1,Racing de Santander,Betis,2,1
20/09/1981,1981-1982,1,Real Sociedad,Real Madrid,3,1
20/09/1981,1981-1982,1,Sevilla,Osasuna,2,3
20/09/1981,1981-1982,1,Valladolid,Sporting de Gijón,2,1
20/09/1981,1981-1982,1,Zaragoza,Valencia,2,0
26/09/1981,1981-1982,2,Athletic Club,Sevilla,2,0
26/09/1981,1981-1982,2,Las Palmas,Barcelona,2,1
26/09/1981,1981-1982,2,Real Madrid,Atlético de Madrid,2,1
26/09/1981,1981-1982,2,Valencia,Valladolid,3,0
27/09/1981,1981-1982,2,Betis,Real Sociedad,0,1
27/09/1981,1981-1982,2,Cádiz,Racing de Santander,1,0
27/09/1981,1981-1982,2,Español,Zaragoza,0,1
27/09/1981,1981-1982,2,Sporting de Gijón,Castellón,1,0
27/09/1981,1981-1982,2,Osasuna,Hércules,3,1
03/10/1981,1981-1982,3,Barcelona,Sporting de Gijón,1,0
04/10/1981,1981-1982,3,Atlético de Madrid,Betis,1,0
04/10/1981,1981-1982,3,Hércules,Athletic Club,3,1
04/10/1981,1981-1982,3,Racing de Santander,Las Palmas,3,1
04/10/1981,1981-1982,3,Real Sociedad,Cádiz,3,0
04/10/1981,1981-1982,3,Sevilla,Real Madrid,0,0
04/10/1981,1981-1982,3,Valencia,Español,1,1
04/10/1981,1981-1982,3,Valladolid,Castellón,2,0
04/10/1981,1981-1982,3,Zaragoza,Osasuna,1,1
07/10/1981,1981-1982,4,Betis,Sevilla,2,0
07/10/1981,1981-1982,4,Cádiz,Atlético de Madrid,1,0
07/10/1981,1981-1982,4,Castellón,Barcelona,1,6
07/10/1981,1981-1982,4,Español,Valladolid,3,1
07/10/1981,1981-1982,4,Sporting de Gijón,Racing de Santander,2,0
07/10/1981,1981-1982,4,Las Palmas,Real Sociedad,0,0
07/10/1981,1981-1982,4,Osasuna,Valencia,2,1
07/10/1981,1981-1982,4,Real Madrid,Hércules,2,1
07/10/1981,1981-1982,4,Zaragoza,Athletic Club,1,0
10/10/1981,1981-1982,5,Hércules,Betis,3,1
11/10/1981,1981-1982,5,Atlético de Madrid,Las Palmas,3,1
11/10/1981,1981-1982,5,Español,Osasuna,0,1
11/10/1981,1981-1982,5,Racing de Santander,Castellón,4,1
11/10/1981,1981-1982,5,Real Sociedad,Sporting de Gijón,3,0
11/10/1981,1981-1982,5,Sevilla,Cádiz,3,1
11/10/1981,1981-1982,5,Valencia,Athletic Club,4,0
11/10/1981,1981-1982,5,Valladolid,Barcelona,2,3
11/10/1981,1981-1982,5,Zaragoza,Real Madrid,2,2
17/10/1981,1981-1982,6,Barcelona,Racing de Santander,5,1
17/10/1981,1981-1982,6,Las Palmas,Sevilla,3,1
17/10/1981,1981-1982,6,Real Madrid,Valencia,3,0
18/10/1981,1981-1982,6,Athletic Club,Español,3,1
18/10/1981,1981-1982,6,Betis,Zaragoza,2,0
18/10/1981,1981-1982,6,Cádiz,Hércules,3,2
18/10/1981,1981-1982,6,Castellón,Real Sociedad,1,3
18/10/1981,1981-1982,6,Sporting de Gijón,Atlético de Madrid,3,2
18/10/1981,1981-1982,6,Osasuna,Valladolid,1,1
24/10/1981,1981-1982,7,Real Sociedad,Barcelona,1,1
25/10/1981,1981-1982,7,Atlético de Madrid,Castellón,3,0
25/10/1981,1981-1982,7,Español,Real Madrid,1,0
25/10/1981,1981-1982,7,Hércules,Las Palmas,3,0
25/10/1981,1981-1982,7,Osasuna,Athletic Club,0,2
25/10/1981,1981-1982,7,Sevilla,Sporting de Gijón,0,0
25/10/1981,1981-1982,7,Valencia,Betis,2,1
25/10/1981,1981-1982,7,Valladolid,Racing de Santander,0,0
25/10/1981,1981-1982,7,Zaragoza,Cádiz,2,1
31/10/1981,1981-1982,8,Barcelona,Atlético de Madrid,2,0
31/10/1981,1981-1982,8,Las Palmas,Zaragoza,2,4
31/10/1981,1981-1982,8,Real Madrid,Osasuna,1,0
01/11/1981,1981-1982,8,Athletic Club,Valladolid,4,0
01/11/1981,1981-1982,8,Betis,Español,2,0
01/11/1981,1981-1982,8,Cádiz,Valencia,0,0
01/11/1981,1981-1982,8,Castellón,Sevilla,0,3
01/11/1981,1981-1982,8,Sporting de Gijón,Hércules,1,1
01/11/1981,1981-1982,8,Racing de Santander,Real Sociedad,2,3
07/11/1981,1981-1982,9,Athletic Club,Real Madrid,1,2
08/11/1981,1981-1982,9,Atlético de Madrid,Racing de Santander,0,0
08/11/1981,1981-1982,9,Español,Cádiz,1,0
08/11/1981,1981-1982,9,Hércules,Castellón,2,2
08/11/1981,1981-1982,9,Osasuna,Betis,0,1
08/11/1981,1981-1982,9,Sevilla,Barcelona,2,1
08/11/1981,1981-1982,9,Valencia,Las Palmas,3,2
08/11/1981,1981-1982,9,Valladolid,Real Sociedad,2,1
08/11/1981,1981-1982,9,Zaragoza,Sporting de Gijón,1,1
11/11/1981,1981-1982,10,Barcelona,Hércules,5,0
11/11/1981,1981-1982,10,Betis,Athletic Club,2,1
11/11/1981,1981-1982,10,Cádiz,Osasuna,1,0
11/11/1981,1981-1982,10,Castellón,Zaragoza,2,1
11/11/1981,1981-1982,10,Sporting de Gijón,Valencia,1,0
11/11/1981,1981-1982,10,Las Palmas,Español,2,0
11/11/1981,1981-1982,10,Racing de Santander,Sevilla,3,0
11/11/1981,1981-1982,10,Real Sociedad,Atlético de Madrid,1,0
11/11/1981,1981-1982,10,Real Madrid,Valladolid,3,1
14/11/1981,1981-1982,11,Español,Sporting de Gijón,5,1
15/11/1981,1981-1982,11,Athletic Club,Cádiz,3,0
15/11/1981,1981-1982,11,Hércules,Racing de Santander,3,4
15/11/1981,1981-1982,11,Osasuna,Las Palmas,1,3
15/11/1981,1981-1982,11,Real Madrid,Betis,4,1
15/11/1981,1981-1982,11,Sevilla,Real Sociedad,2,2
15/11/1981,1981-1982,11,Valencia,Castellón,1,0
15/11/1981,1981-1982,11,Valladolid,Atlético de Madrid,2,1
15/11/1981,1981-1982,11,Zaragoza,Barcelona,2,2
21/11/1981,1981-1982,12,Las Palmas,Athletic Club,2,1
22/11/1981,1981-1982,12,Atlético de Madrid,Sevilla,1,2
22/11/1981,1981-1982,12,Barcelona,Valencia,5,1
22/11/1981,1981-1982,12,Betis,Valladolid,4,0
22/11/1981,1981-1982,12,Cádiz,Real Madrid,1,0
22/11/1981,1981-1982,12,Castellón,Español,1,4
22/11/1981,1981-1982,12,Sporting de Gijón,Osasuna,2,0
22/11/1981,1981-1982,12,Racing de Santander,Zaragoza,0,1
22/11/1981,1981-1982,12,Real Sociedad,Hércules,2,1
28/11/1981,1981-1982,13,Zaragoza,Real Sociedad,3,2
29/11/1981,1981-1982,13,Athletic Club,Sporting de Gijón,2,1
29/11/1981,1981-1982,13,Betis,Cádiz,2,0
29/11/1981,1981-1982,13,Español,Barcelona,0,4
29/11/1981,1981-1982,13,Hércules,Atlético de Madrid,0,1
29/11/1981,1981-1982,13,Osasuna,Castellón,4,1
29/11/1981,1981-1982,13,Real Madrid,Las Palmas,2,1
29/11/1981,1981-1982,13,Valencia,Racing de Santander,3,0
29/11/1981,1981-1982,13,Valladolid,Sevilla,2,1
05/12/1981,1981-1982,14,Las Palmas,Betis,3,1
06/12/1981,1981-1982,14,Atlético de Madrid,Zaragoza,1,0
06/12/1981,1981-1982,14,Barcelona,Osasuna,2,0
06/12/1981,1981-1982,14,Cádiz,Valladolid,0,0
06/12/1981,1981-1982,14,Castellón,Athletic Club,1,2
06/12/1981,1981-1982,14,Sporting de Gijón,Real Madrid,0,1
06/12/1981,1981-1982,14,Racing de Santander,Español,2,1
06/12/1981,1981-1982,14,Real Sociedad,Valencia,4,1
06/12/1981,1981-1982,14,Sevilla,Hércules,0,1
12/12/1981,1981-1982,15,Valencia,Atlético de Madrid,1,0
13/12/1981,1981-1982,15,Athletic Club,Barcelona,1,1
13/12/1981,1981-1982,15,Betis,Sporting de Gijón,2,0
13/12/1981,1981-1982,15,Cádiz,Las Palmas,0,2
13/12/1981,1981-1982,15,Español,Real Sociedad,2,1
13/12/1981,1981-1982,15,Osasuna,Racing de Santander,2,1
13/12/1981,1981-1982,15,Real Madrid,Castellón,4,0
13/12/1981,1981-1982,15,Valladolid,Hércules,1,0
13/12/1981,1981-1982,15,Zaragoza,Sevilla,1,4
19/12/1981,1981-1982,16,Castellón,Betis,0,0
20/12/1981,1981-1982,16,Atlético de Madrid,Español,1,0
20/12/1981,1981-1982,16,Barcelona,Real Madrid,3,1
20/12/1981,1981-1982,16,Sporting de Gijón,Cádiz,2,1
20/12/1981,1981-1982,16,Hércules,Zaragoza,0,1
20/12/1981,1981-1982,16,Racing de Santander,Athletic Club,1,3
20/12/1981,1981-1982,16,Real Sociedad,Osasuna,1,0
20/12/1981,1981-1982,16,Sevilla,Valencia,2,0
20/12/1981,1981-1982,16,Valladolid,Las Palmas,1,0
27/12/1981,1981-1982,17,Athletic Club,Real Sociedad,1,1
27/12/1981,1981-1982,17,Betis,Barcelona,2,0
27/12/1981,1981-1982,17,Cádiz,Castellón,5,1
27/12/1981,1981-1982,17,Español,Sevilla,2,0
27/12/1981,1981-1982,17,Las Palmas,Sporting de Gijón,1,1
27/12/1981,1981-1982,17,Osasuna,Atlético de Madrid,0,1
27/12/1981,1981-1982,17,Real Madrid,Racing de Santander,4,0
27/12/1981,1981-1982,17,Valencia,Hércules,2,0
27/12/1981,1981-1982,17,Zaragoza,Valladolid,2,1
02/01/1982,1981-1982,18,Real Madrid,Real Sociedad,1,1
03/01/1982,1981-1982,18,Athletic Club,Atlético de Madrid,2,0
03/01/1982,1981-1982,18,Betis,Racing de Santander,1,1
03/01/1982,1981-1982,18,Cádiz,Barcelona,1,0
03/01/1982,1981-1982,18,Español,Hércules,0,1
03/01/1982,1981-1982,18,Sporting de Gijón,Valladolid,2,2
03/01/1982,1981-1982,18,Las Palmas,Castellón,1,3
03/01/1982,1981-1982,18,Osasuna,Sevilla,1,0
03/01/1982,1981-1982,18,Valencia,Zaragoza,2,1
09/01/1982,1981-1982,19,Sevilla,Athletic Club,1,0
10/01/1982,1981-1982,19,Atlético de Madrid,Real Madrid,2,3
10/01/1982,1981-1982,19,Barcelona,Las Palmas,4,0
10/01/1982,1981-1982,19,Castellón,Sporting de Gijón,0,2
10/01/1982,1981-1982,19,Hércules,Osasuna,1,2
10/01/1982,1981-1982,19,Racing de Santander,Cádiz,2,1
10/01/1982,1981-1982,19,Real Sociedad,Betis,1,0
10/01/1982,1981-1982,19,Valladolid,Valencia,1,1
10/01/1982,1981-1982,19,Zaragoza,Español,2,2
16/01/1982,1981-1982,20,Sporting de Gijón,Barcelona,0,0
17/01/1982,1981-1982,20,Athletic Club,Hércules,3,1
17/01/1982,1981-1982,20,Betis,Atlético de Madrid,3,1
17/01/1982,1981-1982,20,Cádiz,Real Sociedad,2,1
17/01/1982,1981-1982,20,Castellón,Valladolid,1,1
17/01/1982,1981-1982,20,Español,Valencia,3,2
17/01/1982,1981-1982,20,Las Palmas,Racing de Santander,1,1
17/01/1982,1981-1982,20,Osasuna,Zaragoza,1,0
17/01/1982,1981-1982,20,Real Madrid,Sevilla,2,1
24/01/1982,1981-1982,21,Athletic Club,Zaragoza,4,1
24/01/1982,1981-1982,21,Atlético de Madrid,Cádiz,1,0
24/01/1982,1981-1982,21,Barcelona,Castellón,4,3
24/01/1982,1981-1982,21,Hércules,Real Madrid,0,1
24/01/1982,1981-1982,21,Racing de Santander,Sporting de Gijón,1,0
24/01/1982,1981-1982,21,Real Sociedad,Las Palmas,2,0
24/01/1982,1981-1982,21,Sevilla,Betis,1,1
24/01/1982,1981-1982,21,Valencia,Osasuna,4,1
24/01/1982,1981-1982,21,Valladolid,Español,2,4
30/01/1982,1981-1982,22,Las Palmas,Atlético de Madrid,1,2
31/01/1982,1981-1982,22,Athletic Club,Valencia,1,0
31/01/1982,1981-1982,22,Barcelona,Valladolid,3,1
31/01/1982,1981-1982,22,Betis,Hércules,1,2
31/01/1982,1981-1982,22,Cádiz,Sevilla,2,0
31/01/1982,1981-1982,22,Castellón,Racing de Santander,0,0
31/01/1982,1981-1982,22,Sporting de Gijón,Real Sociedad,2,3
31/01/1982,1981-1982,22,Osasuna,Español,3,0
31/01/1982,1981-1982,22,Real Madrid,Zaragoza,3,0
07/02/1982,1981-1982,23,Atlético de Madrid,Sporting de Gijón,1,1
07/02/1982,1981-1982,23,Español,Athletic Club,1,0
07/02/1982,1981-1982,23,Hércules,Cádiz,2,1
07/02/1982,1981-1982,23,Racing de Santander,Barcelona,0,1
07/02/1982,1981-1982,23,Real Sociedad,Castellón,3,1
07/02/1982,1981-1982,23,Sevilla,Las Palmas,0,0
07/02/1982,1981-1982,23,Valencia,Real Madrid,2,1
07/02/1982,1981-1982,23,Valladolid,Osasuna,2,0
07/02/1982,1981-1982,23,Zaragoza,Betis,3,3
13/02/1982,1981-1982,24,Athletic Club,Osasuna,5,1
13/02/1982,1981-1982,24,Betis,Valencia,2,3
14/02/1982,1981-1982,24,Barcelona,Real Sociedad,2,0
14/02/1982,1981-1982,24,Cádiz,Zaragoza,1,0
14/02/1982,1981-1982,24,Castellón,Atlético de Madrid,3,0
14/02/1982,1981-1982,24,Sporting de Gijón,Sevilla,0,2
14/02/1982,1981-1982,24,Las Palmas,Hércules,2,0
14/02/1982,1981-1982,24,Racing de Santander,Valladolid,3,0
14/02/1982,1981-1982,24,Real Madrid,Español,1,1
20/02/1982,1981-1982,25,Valladolid,Athletic Club,1,0
21/02/1982,1981-1982,25,Atlético de Madrid,Barcelona,0,1
21/02/1982,1981-1982,25,Español,Betis,2,4
21/02/1982,1981-1982,25,Hércules,Sporting de Gijón,1,0
21/02/1982,1981-1982,25,Osasuna,Real Madrid,3,2
21/02/1982,1981-1982,25,Real Sociedad,Racing de Santander,1,1
21/02/1982,1981-1982,25,Sevilla,Castellón,4,0
21/02/1982,1981-1982,25,Valencia,Cádiz,1,0
21/02/1982,1981-1982,25,Zaragoza,Las Palmas,1,0
27/02/1982,1981-1982,26,Cádiz,Español,0,0
28/02/1982,1981-1982,26,Barcelona,Sevilla,2,0
28/02/1982,1981-1982,26,Betis,Osasuna,2,0
28/02/1982,1981-1982,26,Castellón,Hércules,1,2
28/02/1982,1981-1982,26,Sporting de Gijón,Zaragoza,1,2
28/02/1982,1981-1982,26,Las Palmas,Valencia,3,0
28/02/1982,1981-1982,26,Racing de Santander,Atlético de Madrid,1,0
28/02/1982,1981-1982,26,Real Sociedad,Valladolid,4,0
28/02/1982,1981-1982,26,Real Madrid,Athletic Club,1,1
07/03/1982,1981-1982,27,Athletic Club,Betis,5,1
07/03/1982,1981-1982,27,Atlético de Madrid,Real Sociedad,2,0
07/03/1982,1981-1982,27,Español,Las Palmas,2,1
07/03/1982,1981-1982,27,Hércules,Barcelona,2,2
07/03/1982,1981-1982,27,Osasuna,Cádiz,6,1
07/03/1982,1981-1982,27,Sevilla,Racing de Santander,4,0
07/03/1982,1981-1982,27,Valencia,Sporting de Gijón,1,0
07/03/1982,1981-1982,27,Valladolid,Real Madrid,0,0
07/03/1982,1981-1982,27,Zaragoza,Castellón,3,2
13/03/1982,1981-1982,28,Barcelona,Zaragoza,2,1
13/03/1982,1981-1982,28,Castellón,Valencia,1,4
13/03/1982,1981-1982,28,Las Palmas,Osasuna,0,0
14/03/1982,1981-1982,28,Atlético de Madrid,Valladolid,2,0
14/03/1982,1981-1982,28,Betis,Real Madrid,0,0
14/03/1982,1981-1982,28,Cádiz,Athletic Club,3,0
14/03/1982,1981-1982,28,Sporting de Gijón,Español,4,1
14/03/1982,1981-1982,28,Racing de Santander,Hércules,2,0
14/03/1982,1981-1982,28,Real Sociedad,Sevilla,1,0
20/03/1982,1981-1982,29,Athletic Club,Las Palmas,3,1
21/03/1982,1981-1982,29,Español,Castellón,3,2
21/03/1982,1981-1982,29,Hércules,Real Sociedad,2,0
21/03/1982,1981-1982,29,Osasuna,Sporting de Gijón,1,1
21/03/1982,1981-1982,29,Real Madrid,Cádiz,2,0
21/03/1982,1981-1982,29,Sevilla,Atlético de Madrid,1,0
21/03/1982,1981-1982,29,Valencia,Barcelona,3,0
21/03/1982,1981-1982,29,Valladolid,Betis,3,0
21/03/1982,1981-1982,29,Zaragoza,Racing de Santander,1,0
27/03/1982,1981-1982,30,Racing de Santander,Valencia,1,1
27/03/1982,1981-1982,30,Real Sociedad,Zaragoza,3,0
28/03/1982,1981-1982,30,Atlético de Madrid,Hércules,1,0
28/03/1982,1981-1982,30,Barcelona,Español,1,3
28/03/1982,1981-1982,30,Cádiz,Betis,0,2
28/03/1982,1981-1982,30,Castellón,Osasuna,1,1
28/03/1982,1981-1982,30,Sporting de Gijón,Athletic Club,1,3
28/03/1982,1981-1982,30,Las Palmas,Real Madrid,1,0
28/03/1982,1981-1982,30,Sevilla,Valladolid,4,2
03/04/1982,1981-1982,31,Osasuna,Barcelona,3,2
04/04/1982,1981-1982,31,Athletic Club,Castellón,2,1
04/04/1982,1981-1982,31,Betis,Las Palmas,4,1
04/04/1982,1981-1982,31,Español,Racing de Santander,1,1
04/04/1982,1981-1982,31,Hércules,Sevilla,0,1
04/04/1982,1981-1982,31,Real Madrid,Sporting de Gijón,1,1
04/04/1982,1981-1982,31,Valencia,Real Sociedad,1,2
04/04/1982,1981-1982,31,Valladolid,Cádiz,2,0
04/04/1982,1981-1982,31,Zaragoza,Atlético de Madrid,2,2
11/04/1982,1981-1982,32,Atlético de Madrid,Valencia,2,1
